30,50,48,3051,|,74427.77167057991,56.4714879989624,180.19613218307495,73.62982201576233,|,112882.0,112882.0,112882.0,25683.0
30,50,10,3181,|,84285.69848275185,59.33656358718872,189.63426423072815,79.33303356170654,|,128797.0,128797.0,128797.0,25527.0
30,50,3,3323,|,92669.244546175,72.84479093551636,209.97260117530823,93.66618394851685,|,160866.0,160866.0,160866.0,27115.0
30,50,30,3391,|,81251.37089920044,53.70857763290405,176.46540093421936,74.64420986175537,|,117671.0,117671.0,117671.0,24798.0
30,50,40,3606,|,96557.1970307827,73.16406154632568,200.93359208106995,101.5387864112854,|,150995.0,150995.0,150995.0,25609.0
30,50,43,2813,|,64837.28144836426,48.57618761062622,x,65.13437294960022,|,105860.0,105860.0,x,23190.0
30,50,27,2848,|,72178.59747028351,57.52534532546997,x,80.82763123512268,|,137354.0,137354.0,x,26213.0
30,50,46,3422,|,86574.40189123154,62.4574830532074,x,82.92043995857239,|,123700.0,123700.0,x,25147.0
30,50,49,5450,|,116622.8879609108,67.65305399894714,x,162.1339247226715,|,118860.0,118860.0,x,26962.0
30,50,8,2787,|,64517.53113746643,52.70978879928589,x,69.20343780517578,|,115795.0,115795.0,x,25220.0
30,50,2,3365,|,79443.29241609573,57.84963321685791,x,83.38677787780762,|,132332.0,132332.0,x,27261.0
30,50,23,4945,|,207282.2419846058,165.67940545082092,x,218.3479232788086,|,194810.0,194810.0,x,27153.0
30,50,24,15000,|,449781.3090493679,384.45917296409607,x,927.5641722679138,|,125617.0,125617.0,x,35798.0
30,50,45,9383,|,474055.88138890266,420.20750522613525,x,607.2031669616699,|,197296.0,197296.0,x,32304.0
30,50,44,4069,|,102193.46968221664,72.21359705924988,x,101.2151825428009,|,135423.0,135423.0,x,26739.0
30,50,34,3276,|,83023.0068564415,64.17268085479736,x,90.99690294265747,|,132590.0,132590.0,x,26490.0
30,50,9,15000,|,468824.6361222267,369.8986625671387,x,927.2138223648071,|,117168.0,117168.0,x,36528.0
30,50,19,3379,|,85300.81829667091,62.27431797981262,x,84.7407078742981,|,126915.0,126915.0,x,25916.0
30,50,17,3499,|,90092.78702354431,60.426783084869385,x,83.18046855926514,|,134602.0,134602.0,x,26311.0
30,50,28,3239,|,88174.8379149437,65.47600078582764,x,86.2785108089447,|,145061.0,145061.0,x,26171.0
30,50,31,3529,|,94662.78219532967,57.01901459693909,x,81.40989327430725,|,131205.0,131205.0,x,26217.0
30,50,5,3069,|,77680.77049398422,62.64667820930481,x,82.92645478248596,|,146510.0,146510.0,x,27011.0
30,50,6,3422,|,86356.39086532593,55.39724326133728,x,84.32699608802795,|,122066.0,122066.0,x,26666.0
30,50,20,3106,|,85085.58218407631,66.0397253036499,x,85.16964912414551,|,147376.0,147376.0,x,26979.0
30,50,33,3464,|,92076.1043817997,61.87141966819763,x,91.68440508842468,|,129659.0,129659.0,x,25919.0
30,50,7,3019,|,75225.73793697357,54.504422426223755,x,77.28742980957031,|,118062.0,118062.0,x,25741.0
30,50,16,3073,|,80758.50715708733,57.07126331329346,x,76.31207847595215,|,129252.0,129252.0,x,24934.0
30,50,41,3239,|,89741.02930116653,72.10813879966736,x,99.80107617378235,|,136670.0,136670.0,x,26646.0
30,50,25,4779,|,147684.0379667282,101.29225420951843,x,148.48676013946533,|,173958.0,173958.0,x,27848.0
30,50,4,3550,|,91272.5317876339,61.59776449203491,x,84.56633806228638,|,125766.0,125766.0,x,25037.0
30,50,15,3614,|,96348.7773065567,65.15566682815552,x,88.72435688972473,|,148470.0,148470.0,x,27671.0
30,50,18,3586,|,96346.15824890137,69.76611709594727,x,93.51402711868286,|,147117.0,147117.0,x,28643.0
30,50,13,15000,|,1167110.8867623806,1104.2417771816254,x,1735.8386232852936,|,308359.0,308359.0,x,38413.0
30,50,38,3820,|,112130.44508075714,71.54949378967285,x,96.85063457489014,|,138104.0,138104.0,x,26097.0
30,50,35,6123,|,343255.40022683144,280.00425839424133,x,362.3343734741211,|,284823.0,284823.0,x,30334.0
30,50,1,2606,|,56058.97342014313,41.66140413284302,x,56.31810641288757,|,111165.0,111165.0,x,24482.0
30,50,22,3544,|,84573.60364937782,53.572104930877686,x,78.53775954246521,|,120797.0,120797.0,x,24925.0
30,50,39,15000,|,1885822.0862224102,1840.9305510520935,x,2374.884177207947,|,249297.0,249297.0,x,35983.0
30,50,29,15000,|,406269.3543252945,221.07971119880676,x,810.7541975975037,|,144070.0,144070.0,x,37314.0
30,50,32,3124,|,78716.29393601418,57.33744525909424,x,77.14190125465393,|,126608.0,126608.0,x,24537.0
