40,25,11,1887,|,51714.00893616676,48.75964975357056,195.0591413974762,62.28217530250549,|,131513.0,131513.0,131513.0,19495.0
40,25,39,1918,|,50425.41411805153,48.456087827682495,189.0072078704834,62.247140407562256,|,129621.0,129621.0,129621.0,18369.0
40,25,36,2393,|,77970.53394317627,66.94144225120544,236.66331577301025,88.43838834762573,|,168425.0,168425.0,168425.0,20591.0
40,25,9,1833,|,48935.99751996994,42.46784830093384,x,55.82474613189697,|,108869.0,108869.0,x,18492.0
40,25,30,2094,|,59224.2466044426,53.6791558265686,x,76.93089652061462,|,145785.0,145785.0,x,19461.0
40,25,8,2154,|,60104.670900821686,52.15916156768799,x,68.5180230140686,|,136847.0,136847.0,x,19140.0
40,25,19,2210,|,65902.0805311203,53.92205882072449,x,73.36727976799011,|,138291.0,138291.0,x,19399.0
40,25,32,2206,|,63743.97347140312,59.049640417099,x,78.52422022819519,|,148486.0,148486.0,x,19315.0
40,25,35,1977,|,52149.74631381035,50.26237487792969,x,64.90001606941223,|,134452.0,134452.0,x,19018.0
40,25,28,1875,|,49358.08377313614,45.35670256614685,x,59.06279897689819,|,127612.0,127612.0,x,18925.0
40,25,21,1802,|,46063.13797020912,40.64312815666199,x,53.50577712059021,|,114197.0,114197.0,x,18082.0
40,25,18,2139,|,64395.360488414764,57.09261083602905,x,74.5324432849884,|,155200.0,155200.0,x,20030.0
40,25,3,2101,|,59138.229117155075,49.04418063163757,x,70.87814331054688,|,134272.0,134272.0,x,19595.0
40,25,44,2248,|,64690.79575586319,51.56388974189758,x,69.88604140281677,|,121165.0,121165.0,x,18896.0
40,25,49,2380,|,66569.14245009422,56.737733602523804,x,80.24986386299133,|,136277.0,136277.0,x,19076.0
40,25,22,1947,|,52820.59874558449,51.38486576080322,x,65.90968346595764,|,134832.0,134832.0,x,18972.0
40,25,13,1958,|,54859.23472356796,50.96676778793335,x,67.04049015045166,|,139686.0,139686.0,x,19551.0
40,25,40,15000,|,463561.41544413567,282.7928581237793,x,1291.2861876487732,|,143465.0,143465.0,x,32240.0
40,25,37,1881,|,50307.42201423645,47.9207489490509,x,61.74780321121216,|,128189.0,128189.0,x,18859.0
40,25,10,1827,|,45229.02193188667,41.94921875,x,53.85674595832825,|,112724.0,112724.0,x,18134.0
40,25,46,1798,|,45896.20974230766,41.99967908859253,x,53.848859548568726,|,111994.0,111994.0,x,17707.0
40,25,29,2002,|,53887.92685866356,46.50618577003479,x,60.9920539855957,|,126050.0,126050.0,x,19676.0
40,25,42,2274,|,73230.77564954758,62.7191858291626,x,80.94377446174622,|,160106.0,160106.0,x,20078.0
40,25,43,1994,|,54117.80073451996,47.266998052597046,x,61.891273021698,|,132072.0,132072.0,x,19143.0
40,25,14,4379,|,163709.39517235756,111.79023838043213,x,192.62175989151,|,139473.0,139473.0,x,20536.0
40,25,41,2101,|,60772.82700920105,48.97356677055359,x,64.61371803283691,|,127680.0,127680.0,x,18892.0
40,25,38,2389,|,78432.91044783592,67.26713061332703,x,87.56803321838379,|,162826.0,162826.0,x,20862.0
40,25,16,2232,|,63894.166197538376,57.15548014640808,x,75.14078187942505,|,162295.0,162295.0,x,19830.0
40,25,20,2219,|,59139.73454403877,55.30993318557739,x,72.56776547431946,|,141737.0,141737.0,x,19739.0
40,25,33,1999,|,51549.5199944973,47.8497269153595,x,62.93747091293335,|,129086.0,129086.0,x,18194.0
