20,25,35,1281,|,6508.25448346138,9.347964763641357,35.46611714363098,10.507983922958374,|,27524.0,27524.0,27524.0,8010.0
20,25,27,1130,|,5305.737107515335,7.520357608795166,31.971877813339233,8.551118612289429,|,22603.0,22603.0,22603.0,7525.0
20,25,38,1051,|,4851.8957443237305,7.610538959503174,31.229774475097656,8.492818832397461,|,22829.0,22829.0,22829.0,7460.0
20,25,40,1079,|,5159.415443658829,7.723867177963257,32.35446906089783,8.80667519569397,|,21970.0,21970.0,21970.0,7500.0
20,25,42,1446,|,7563.771772146225,10.288004398345947,37.70178031921387,12.076394319534302,|,29171.0,29171.0,29171.0,7966.0
20,25,30,1329,|,6513.936379671097,8.870301723480225,34.47471833229065,10.14743947982788,|,25470.0,25470.0,25470.0,7966.0
20,25,39,1560,|,7806.538143634796,11.053170919418335,37.32180643081665,13.250771045684814,|,34247.0,34247.0,34247.0,9026.0
20,25,13,1113,|,5299.33651971817,8.100292682647705,33.047096490859985,9.14737319946289,|,26141.0,26141.0,26141.0,8117.0
20,25,4,1034,|,4214.8239278793335,6.67648720741272,28.121290922164917,7.747409820556641,|,20555.0,20555.0,20555.0,7389.0
20,25,36,1184,|,4859.869450330734,7.018434524536133,29.498525857925415,8.113327026367188,|,20880.0,20880.0,20880.0,7396.0
20,25,0,1312,|,6130.693665504456,9.043038845062256,x,10.343082427978516,|,25597.0,25597.0,x,8035.0
20,25,17,1348,|,6457.701224803925,9.308010816574097,x,10.617649793624878,|,28966.0,28966.0,x,7827.0
20,25,34,1307,|,7136.020924568176,10.030125856399536,x,11.18523645401001,|,28544.0,28544.0,x,8006.0
20,25,21,1245,|,5937.13695192337,9.295955181121826,x,10.866358518600464,|,29199.0,29199.0,x,8229.0
20,25,26,2130,|,10459.128139734268,12.046096801757812,x,14.56869125366211,|,27499.0,27499.0,x,9065.0
20,25,5,1232,|,5639.832424402237,8.948320388793945,x,10.159899711608887,|,30724.0,30724.0,x,8466.0
20,25,14,3075,|,15039.390117406845,15.938450574874878,x,23.96692681312561,|,30069.0,30069.0,x,9934.0
20,25,3,1261,|,5760.523193359375,8.36743450164795,x,9.513444185256958,|,27195.0,27195.0,x,7872.0
20,25,20,1501,|,8525.61291050911,9.78657841682434,x,11.522139310836792,|,23431.0,23431.0,x,8092.0
20,25,24,2733,|,16462.634717941284,18.484253406524658,x,25.013174057006836,|,30132.0,30132.0,x,8487.0
20,25,46,1211,|,6077.769789457321,8.546776533126831,x,9.829581022262573,|,25379.0,25379.0,x,8127.0
