20,100,21,4779,|,80463.50165915489,56.591870069503784,128.39813995361328,76.64136052131653,|,85372.0,85372.0,85372.0,26044.0
20,100,30,5653,|,120352.996270895,85.45152306556702,163.3779194355011,113.02578973770142,|,139711.0,139711.0,139711.0,31524.0
20,100,22,5040,|,92778.53308153152,60.61683440208435,140.87062692642212,81.88703155517578,|,94087.0,94087.0,94087.0,30397.0
20,100,14,4534,|,80425.73981404305,52.826305627822876,x,68.40614247322083,|,85250.0,85250.0,x,28284.0
20,100,36,4967,|,87855.36090064049,60.372071981430054,x,88.6536717414856,|,116727.0,116727.0,x,33661.0
20,100,26,4874,|,87989.58926463127,64.8461709022522,x,89.91616916656494,|,106390.0,106390.0,x,31308.0
20,100,40,4793,|,90629.08648729324,66.82972311973572,x,83.3056972026825,|,102180.0,102180.0,x,31523.0
20,100,7,5180,|,97922.53459501266,70.67771673202515,x,95.66178727149963,|,103776.0,103776.0,x,31354.0
20,100,46,4959,|,93653.27026319504,68.52780961990356,x,96.25154423713684,|,107035.0,107035.0,x,30779.0
20,100,49,4250,|,76709.48174595833,53.03795266151428,x,77.2291841506958,|,102021.0,102021.0,x,30705.0
20,100,20,6096,|,127184.39561891556,90.06840062141418,x,133.93687868118286,|,138048.0,138048.0,x,32433.0
20,100,44,4259,|,76480.70279312134,51.14211368560791,x,75.54758143424988,|,82729.0,82729.0,x,28397.0
20,100,2,5044,|,92881.73838210106,68.5055422782898,x,89.180823802948,|,108417.0,108417.0,x,31639.0
20,100,1,4465,|,83645.43319869041,51.68584489822388,x,70.46918606758118,|,94872.0,94872.0,x,31529.0
20,100,33,15000,|,268389.4419128895,156.78372764587402,x,461.55278062820435,|,92855.0,92855.0,x,39018.0
20,100,4,4590,|,75041.59724664688,55.20475363731384,x,72.97522640228271,|,103607.0,103607.0,x,30802.0
20,100,41,4431,|,71368.56735277176,42.322901487350464,x,60.59337401390076,|,80681.0,80681.0,x,28566.0
20,100,13,4832,|,80458.90233421326,49.468369483947754,x,69.27796196937561,|,84131.0,84131.0,x,28372.0
20,100,0,5373,|,100778.48815226555,70.41859102249146,x,93.64354968070984,|,109643.0,109643.0,x,32194.0
20,100,28,5812,|,106694.96042084694,68.55550742149353,x,103.72267508506775,|,99276.0,99276.0,x,32350.0
20,100,47,5420,|,108019.31664729118,75.49194407463074,x,111.8502938747406,|,122890.0,122890.0,x,34220.0
20,100,43,15000,|,298037.89949798584,226.46284174919128,x,452.66733860969543,|,131689.0,131689.0,x,41879.0
20,100,3,4981,|,88557.25532865524,58.094502687454224,x,83.88091039657593,|,93501.0,93501.0,x,27721.0
20,100,37,6094,|,104288.4920964241,69.04293894767761,x,95.36400961875916,|,103777.0,103777.0,x,31797.0
20,100,12,5190,|,94041.51880693436,62.515942096710205,x,96.3035306930542,|,102978.0,102978.0,x,31232.0
20,100,6,4800,|,84280.446246624,60.56259775161743,x,79.79060745239258,|,119793.0,119793.0,x,32687.0
20,100,10,4012,|,66537.34064102173,46.72305393218994,x,67.95793724060059,|,82979.0,82979.0,x,29135.0
20,100,29,15000,|,369825.7802889347,429.91421937942505,x,633.237640619278,|,88922.0,88922.0,x,35411.0
20,100,15,15000,|,314063.6596302986,316.06019043922424,x,544.8376338481903,|,89098.0,89098.0,x,38489.0
20,100,35,15000,|,447472.2162694931,557.1391251087189,x,794.1894438266754,|,98568.0,98568.0,x,38157.0
20,100,32,4945,|,88630.4900958538,60.82352900505066,x,80.87897086143494,|,95276.0,95276.0,x,29113.0
20,100,23,15000,|,316588.1577465534,193.15448141098022,x,412.52736163139343,|,119626.0,119626.0,x,37346.0
20,100,31,5411,|,107492.00402450562,70.52940940856934,x,94.31838774681091,|,121514.0,121514.0,x,32498.0
20,100,38,4489,|,75579.97540283203,48.45766067504883,x,65.81027173995972,|,87082.0,87082.0,x,27760.0
20,100,8,4618,|,77903.84620070457,60.01408123970032,x,79.28829622268677,|,87308.0,87308.0,x,24579.0
20,100,24,4733,|,81331.28996062279,49.93160533905029,x,68.95598196983337,|,72567.0,72567.0,x,26603.0
20,100,11,4505,|,78096.07870483398,47.037140130996704,x,73.39676690101624,|,88725.0,88725.0,x,30776.0
20,100,27,15000,|,1014337.3737199306,1491.2090723514557,x,1723.3084709644318,|,319727.0,319727.0,x,39648.0
20,100,5,5196,|,84906.66630864143,54.332115650177,x,75.57048010826111,|,79332.0,79332.0,x,29288.0
20,100,25,4740,|,76411.43600726128,52.6048903465271,x,71.74215579032898,|,96968.0,96968.0,x,30247.0
20,100,17,15000,|,369861.9089155197,466.14602494239807,x,639.001503944397,|,96011.0,96011.0,x,36789.0
20,100,19,4582,|,74195.15226078033,40.695958375930786,x,58.72589612007141,|,76516.0,76516.0,x,28376.0
20,100,55,4879,|,90786.3390109539,59.867096185684204,x,77.5522243976593,|,95781.0,95781.0,x,30111.0
20,100,45,5268,|,108788.29481077194,69.04661393165588,x,92.04898023605347,|,117847.0,117847.0,x,32210.0
